,Stock,Index,RS Rating,RS Rating 2,RS Rating 3,RS Rank,RS Rank 3
214,VIV,5202,31.55417507047917,28.014073169151743,26.274991373410394,0.48927,0.51931
29,BPOP,732,34.75159147305754,30.165305038183867,26.208575188998495,0.57082,0.51502
183,SAIA,4361,39.24771437763031,43.31832342684402,25.756563135829097,0.6824,0.51073
195,SPXC,4636,30.0814839923761,24.61699342123297,25.49537393661302,0.42489,0.50644
26,BLKB,685,31.73389630968667,28.964833877377824,25.400829813827492,0.50215,0.50215
232,ZEUS,5481,35.94887144543018,34.17231474055798,25.369197202757043,0.60086,0.49785
24,BCO,566,30.678626103621138,28.92634225009946,24.907443293122988,0.44635,0.49356
190,SKX,4519,33.6699777359788,25.701599210654045,24.84741275438575,0.54506,0.48927
116,KNSA,2805,24.10000037711017,23.23011464969452,24.475889762091608,0.19742,0.48498
14,APO,318,28.292850262999025,32.07489549547909,24.356227582157686,0.36052,0.48069
226,WSO,5382,33.89910731606694,29.643359398439447,24.34980521995466,0.54936,0.47639
146,NTAP,3568,30.638230205842113,28.171085401520298,24.319045692991097,0.44206,0.4721
206,TNK,4919,35.91149775860439,30.575743478989548,24.139638360698036,0.59657,0.46781
20,AZZ,514,28.152551206158638,29.124670964629882,24.00364982154474,0.34764,0.46352
167,PTC,4079,29.773246955213466,25.878746582604833,23.893113600671608,0.41202,0.45923
196,STN,4700,30.323849731471725,28.37141527750103,23.876733893675436,0.43777,0.45494
123,LZB,3038,30.031080158220053,30.493381399525337,23.721187424135216,0.4206,0.45064
105,HRB,2387,26.015690053427686,28.86162883907567,23.70357638240389,0.24034,0.44635
134,MORN,3243,28.9126838866068,32.09512796290279,23.64635863667408,0.38197,0.44206
124,MANH,3048,32.86372392061591,32.783678784808785,23.57424551713379,0.5279,0.43777
22,BBSI,550,28.735578706748854,24.466337099776414,23.518638626823176,0.37768,0.43348
71,EC,1543,27.943718859252883,31.224633517073286,23.439839689821955,0.32618,0.42918
217,VRRM,5248,31.354566542005198,27.019029838254035,23.412266293589738,0.47639,0.42489
207,TT,4998,28.470782230890336,26.569429112014454,23.380882071861862,0.3691,0.4206
6,AIR,159,30.78230674847995,28.55498126017461,23.332257764861264,0.45494,0.41631
44,CMG,1102,31.540000241813587,25.842766610054134,23.15682807197494,0.48498,0.41202
85,FNF,1907,27.9533803796689,29.942459642037107,22.955745974088103,0.33047,0.40773
157,PARR,3809,28.41723750690347,34.720304607113604,22.943808789669706,0.36481,0.40343
114,ITT,2653,29.48751210257109,28.12953129080919,22.764527551755872,0.40343,0.39914
160,PH,3918,30.111575193797332,27.889177757514663,22.728761336108953,0.42918,0.39485
41,CDNS,933,31.561560526753855,28.839524580713295,22.580182464660652,0.49356,0.39056
53,CSWC,1260,27.861589950878447,31.10653292544375,22.45557044836997,0.32189,0.38627
76,ETN,1709,27.389236265042065,27.541087679111065,22.431852056539043,0.30472,0.38197
98,GVA,2241,27.36760122510921,20.982312264643856,22.38692543726291,0.30043,0.37768
4,AGO,134,27.270412750731502,26.77129901374367,22.260342901879387,0.28755,0.37339
150,NWS,3629,29.8862366429756,27.021981639376847,21.975657305392318,0.41631,0.3691
120,LECO,2895,27.462190657414112,21.317514727419848,21.88650924359452,0.30901,0.36481
27,BLX,694,29.164634822383675,28.549629493415217,21.871160335954382,0.39485,0.36052
202,THR,4876,26.59952651328683,27.44327516615699,21.85791316720814,0.27039,0.35622
111,IONS,2596,28.051897524829297,24.944468854941775,21.81841292047836,0.34335,0.35193
8,AIZ,165,28.584298588334992,27.081408571211988,21.700568781813832,0.37339,0.34764
89,GE,2050,32.07052538273783,32.548406824427545,21.69784572417373,0.51931,0.34335
165,PSN,4067,27.34701440048077,28.702866839379187,21.650500456357435,0.29614,0.33906
166,PSX,4075,25.083240543035178,29.493890471836593,21.576337468073582,0.22318,0.33476
12,ANDE,281,27.244913847533816,28.745870959414045,21.33462014395929,0.28326,0.33047
92,GPI,2173,30.919731166337705,29.942425631768227,21.288675870678254,0.45923,0.32618
30,BR,739,26.824229497019033,28.843589313795174,21.26912237973471,0.27468,0.32189
215,VNT,5229,31.45893024796954,28.78008659057256,21.21727644532387,0.48069,0.3176
181,RPM,4311,22.365649106348325,22.11467877427921,20.75864059348615,0.12446,0.3133
200,TDG,4824,29.170593112586538,26.172003501534522,20.684901993165994,0.39914,0.30901
130,MLM,3198,27.599597508419407,23.70473186479895,20.644252686921316,0.3133,0.30472
126,MCO,3092,24.628988824783736,21.16037203642697,20.57323879244723,0.20172,0.30043
52,CRVL,1234,29.00377530446668,25.58098413852604,20.43082921865647,0.38627,0.29614
144,NRGX,3548,29.68143498158599,28.948732373129868,20.4106132583954,0.40773,0.29185
35,CAL,841,26.18434673066202,24.632476338576076,20.385566485144107,0.25322,0.28755
87,FTDR,1978,31.859419798894,28.4839915872855,20.32469319473117,0.51073,0.28326
204,TNC,4916,28.19728689847091,22.550445041820073,20.324451072084628,0.35193,0.27897
96,GRMN,2197,25.556402590147243,22.36628016318634,20.238733147813935,0.23176,0.27468
112,IR,2615,25.053529987713198,22.358467633810307,20.193273530562365,0.21459,0.27039
60,DBX,1367,23.709333149326802,22.076145987033122,20.17078924874454,0.16738,0.26609
70,DT,1495,28.029694634619382,21.865954316571717,20.056726258514544,0.33906,0.2618
81,FDX,1821,28.211325714603973,28.1641020184559,20.026932237863118,0.35622,0.25751
129,MLI,3197,26.914459826979737,20.361571633122175,19.95100911238959,0.27897,0.25322
199,TBBK,4796,26.525935724086438,23.724359177219874,19.870982482534586,0.2618,0.24893
222,WDFC,5304,28.02386879503883,26.856146429053602,19.828921795674106,0.33476,0.24464
136,MSFT,3288,27.814277084313304,23.68864933618393,19.732751460614562,0.3176,0.24034
103,HLT,2339,26.16127572875868,24.70861754441571,19.723440721020165,0.24893,0.23605
38,CBOE,886,25.76956828817114,26.28638597937798,19.635421095693726,0.23605,0.23176
158,PCAR,3835,25.063154812848907,24.525160417939183,19.58973083293981,0.21888,0.22747
7,AIT,163,24.031641532494902,23.92101911889302,19.583276116092367,0.18884,0.22318
208,TTWO,5011,26.2077576318663,23.712520360402998,19.53412508707202,0.25751,0.21888
213,URBN,5105,29.154690706088857,26.045154829067464,19.49604093475979,0.39056,0.21459
55,CVLT,1310,22.677155829232927,18.760912991112388,19.468522165927745,0.13734,0.2103
95,GRC,2190,23.83076875074986,24.520818382695232,19.32814384954471,0.17167,0.20601
151,NWSA,3630,26.54413071982099,23.29521406631388,19.133024015953524,0.26609,0.20172
106,ICLR,2482,22.631100316414766,24.46398282513354,18.97538210562978,0.13305,0.19742
100,GWW,2248,25.494450973539642,19.296179472978544,18.895579887471808,0.22747,0.19313
170,QQQ,4137,24.70087716967796,22.529901138329066,18.62394062613868,0.20601,0.18884
171,R,4154,23.689553206120987,27.53402667536056,18.58987666734368,0.16309,0.18455
67,DLR,1437,23.178302714311265,27.316210957010114,18.45896643551109,0.15021,0.18026
16,ARCH,348,18.75725126716344,26.14615977239245,18.45463957675817,0.05579,0.17597
131,MLR,3201,22.267096111840647,22.703846187095124,18.450610700902775,0.12017,0.17167
198,SWI,4745,23.969035023928257,19.53969727650847,18.176852394349616,0.18455,0.16738
218,VSEC,5258,23.888768691239658,22.69451454738442,18.08470573858372,0.17597,0.16309
78,EXEL,1753,23.387902634584737,24.54033144403543,18.06838321553834,0.15451,0.1588
83,FLR,1884,17.34865530062631,22.323794600650345,17.90512077332491,0.03863,0.15451
72,EME,1615,20.834991207170898,24.865316850209187,17.625420198834075,0.09442,0.15021
228,WWD,5402,24.03815930899703,24.63262570933039,17.608244838700355,0.19313,0.14592
48,CPRT,1192,26.074818138475827,23.693608570090014,17.588554834852236,0.24464,0.14163
184,SAP,4375,24.90376945299623,21.486114276817617,17.537909174855603,0.2103,0.13734
172,RACE,4157,27.335624427915626,24.030022146196032,17.338618796210987,0.29185,0.13305
15,ARCB,345,31.026082594260618,30.729383399144876,17.33405764091897,0.46781,0.12876
227,WTS,5394,22.874837323081152,19.40786664960055,17.275826881267758,0.14163,0.12446
54,CTSH,1281,21.865595290306103,22.234427399363977,17.057371704379047,0.11159,0.12017
177,RELX,4213,20.250081121329544,19.145434114916714,16.923375848454366,0.07296,0.11588
2,AEL,99,23.951226984002602,29.47132362541597,16.696551052176588,0.18026,0.11159
25,BCSF,573,19.986738095979156,25.39818206828433,16.363317031966083,0.06867,0.1073
39,CCAP,897,23.12409282803806,26.926045007880283,16.275059858879338,0.14592,0.103
133,MOH,3238,19.35499515241275,21.312162957404574,16.26687285379115,0.06438,0.09871
34,CAH,837,22.600714228119454,19.310182384114956,16.17984336486642,0.12876,0.09442
13,AOS,299,23.54869641020808,18.393146167361223,16.008213616414476,0.1588,0.09013
21,BAH,520,20.43033778578875,18.405243440287702,15.754553618908021,0.08155,0.08584
90,GOOG,2166,21.059076007518996,22.913769207828224,15.632519469679785,0.103,0.08155
69,DPZ,1471,16.488234882283294,19.569633473584844,15.399602078800237,0.03004,0.07725
91,GOOGL,2167,20.60663567341154,22.52058604356077,15.277885432569569,0.09013,0.07296
0,AAPL,11,22.016774098343085,18.661988634376065,15.047751332335057,0.11588,0.06867
59,DAC,1352,21.02369929336212,18.650238058626385,14.965811044824513,0.09871,0.06438
209,TW,5019,20.573055647415945,23.749518860866665,14.933141305144757,0.08584,0.06009
1,ACN,55,18.5895694759172,17.24726153153224,14.759436823964867,0.0515,0.05579
10,ALV,217,21.132916599079433,22.466550787857866,14.514555413608878,0.1073,0.0515
152,NYT,3649,20.352735310497742,20.603858402732136,13.75791203014873,0.07725,0.04721
119,LDOS,2890,14.952825451090009,13.923126838793564,13.690771620160607,0.02146,0.04292
5,AIG,149,14.76023468123418,15.683306662864084,13.651509756689222,0.01288,0.03863
223,WELL,5309,18.89712389205505,19.430800359436276,13.144385933180358,0.06009,0.03433
43,CIB,1028,16.258349040552286,15.998712126934691,13.07941041852238,0.02575,0.03004
33,BWXT,807,16.5404696573638,17.723213173727007,13.019366293992828,0.03433,0.02575
141,NMIH,3502,17.487973379128846,19.611191354489918,12.427603843219725,0.04292,0.02146
68,DLX,1440,13.92543309504522,18.491147736749774,11.99928128123269,0.00858,0.01717
185,SBRA,4396,14.852452718685269,18.14193348867952,11.194813119095144,0.01717,0.01288
162,PRI,4031,17.501285284405263,17.864476784965717,10.615937595317853,0.04721,0.00858
65,DK,1427,6.345571500241736,12.373009375146868,8.54801816968427,0.00429,0.00429
